Cell type,Gene
CL Mono,CDC42EP1
CL Mono,CDH26
CL Mono,CES1
CL Mono,CHST13
CL Mono,CLEC12A
CL Mono,CLEC12B
CL Mono,CLEC1A
CL Mono,CLEC1B
CL Mono,CLEC4G
CL Mono,CLEC5A
CL Mono,CLEC6A
CL Mono,CLMN
CL Mono,CLTCL1
CL Mono,CMTM4
CL Mono,COLEC12
CL Mono,CPAMD8
CL Mono,CPM
CL Mono,CPNE8
CL Mono,CREG1
CL Mono,CRTAP
CL Mono,CSTA
CL Mono,CTIF
CL Mono,CTSA
CL Mono,CTSD
CL Mono,CTSK
CL Mono,CYBB
CL Mono,CYBRD1
CL Mono,CYFIP1
CL Mono,CYP1B1
CL Mono,CYP1B1-AS1
CL Mono,CYP27A1
CL Mono,DCTN4
CL Mono,DDIAS
CL Mono,DENND1A
CL Mono,DES
CL Mono,DLEU7
CL Mono,DMXL2
CL Mono,DNAJC13
CL Mono,DPYD
CL Mono,ECHDC3
CL Mono,EEF1DP7
CL Mono,EIF4EP1
CL Mono,ELOVL3
CL Mono,EMILIN2
CL Mono,ENC1
CL Mono,EPHB2
CL Mono,EREG
CL Mono,ERI2
CL Mono,ERLIN1
CL Mono,F13A1
CL Mono,FAM114A1
CL Mono,FAM129B
CL Mono,FAM151B
CL Mono,FAM198B
CL Mono,FAM200B
CL Mono,FAR1
CL Mono,FBN2
CL Mono,FBXO30
CL Mono,FCN1
CL Mono,FFAR4
CL Mono,FGD6
CL Mono,FKBP9
CL Mono,FLVCR2
CL Mono,FN1
CL Mono,FNTB
CL Mono,FOLR2
CL Mono,FOLR3
CL Mono,FPGT
CL Mono,FSTL3
CL Mono,FUCA1
CL Mono,FUCA2
CL Mono,FUT4
CL Mono,FXYD6
CL Mono,GAA
CL Mono,GALNT7
CL Mono,GAS2L1
CL Mono,GAS7
CL Mono,GBA
CL Mono,GBGT1
CL Mono,GDAP2
CL Mono,GLB1L
CL Mono,GLMP
CL Mono,GNPTG
CL Mono,GPD2
CL Mono,GPR34
CL Mono,GPR84
CL Mono,GRN
CL Mono,HADHB
CL Mono,HEBP1
CL Mono,HEXB
CL Mono,HFE
CL Mono,HK2
CL Mono,HNMT
CL Mono,HOMER3
CL Mono,HOOK3
CL Mono,HP
CL Mono,HPSE
CL Mono,HS1BP3
CL Mono,HTRA1
CL Mono,IDH1
CL Mono,IFFO1
CL Mono,IL15
CL Mono,IL17RC
CL Mono,IL27
CL Mono,IL31RA
CL Mono,INAFM2
CL Mono,INPPL1
CL Mono,IQCD
CL Mono,IQSEC2
CL Mono,ITGAV
CL Mono,ITIH1
CL Mono,JAG1
CL Mono,JPH4
CL Mono,KBTBD11
CL Mono,KCNE1
CL Mono,KCNQ1
CL Mono,KCTD12
CL Mono,KCTD20
CL Mono,KL
CL Mono,KLHL8
CL Mono,LAMB2
CL Mono,LAMTOR1
CL Mono,LATS2
CL Mono,LDLRAD3
CL Mono,LEPROT
CL Mono,LGALS12
CL Mono,LGALS3
CL Mono,LINC00937
CL Mono,LINC00968
CL Mono,LINC02035
CL Mono,LINC02470
CL Mono,LOXHD1
CL Mono,LPAR1
CL Mono,LRP1
CL Mono,LRP3
CL Mono,LRRFIP2
CL Mono,LTBR
CL Mono,LYZ
CL Mono,M1AP
CL Mono,MAFG
CL Mono,MANBA
CL Mono,MARVELD1
CL Mono,MCEMP1
CL Mono,METTL9
CL Mono,MFSD1
CL Mono,MGAT1
CL Mono,MGST1
CL Mono,MICAL2
CL Mono,MICU1
CL Mono,MITF
CL Mono,MLKL
CL Mono,MORN2
CL Mono,MPEG1
CL Mono,MPO
CL Mono,MS4A6A
CL Mono,MTND1P23
CL Mono,MYO7A
CL Mono,NAIP
CL Mono,NARS
CL Mono,NCEH1
CL Mono,NECTIN2
CL Mono,NEK4
CL Mono,NEU3
CL Mono,NEXN
CL Mono,NLRP3
CL Mono,NMNAT1
CL Mono,NOL3
CL Mono,NPEPL1
CL Mono,NPTN-IT1
CL Mono,NRG1
CL Mono,NRGN
CL Mono,NTSR1
CL Mono,OAF
CL Mono,ODF3B
CL Mono,OSCAR
CL Mono,P2RX7
CL Mono,PBLD
CL Mono,PDSS1
CL Mono,PDXK
CL Mono,PELI3
CL Mono,PKM
CL Mono,PLA2G7
CL Mono,PLBD1
CL Mono,PLCB1
CL Mono,PLCD3
CL Mono,PLD1
CL Mono,PLD3
CL Mono,PLXDC2
CL Mono,PLXND1
CL Mono,PNPLA2
CL Mono,POLD3
CL Mono,PPT1
CL Mono,PRDX3
CL Mono,PRLR
CL Mono,PSRC1
CL Mono,PTX3
CL Mono,PVR
CL Mono,QKI
CL Mono,QSOX1
CL Mono,RAB40C
CL Mono,RAB44
CL Mono,RASSF4
CL Mono,RBMS1P1
CL Mono,RBMS2
CL Mono,RBP7
CL Mono,RCBTB2
CL Mono,REEP4
CL Mono,RETN
CL Mono,RHOT1
CL Mono,RIN2
CL Mono,RNASE2
CL Mono,RNASE4
CL Mono,RNF217
CL Mono,RPH3A
CL Mono,RUSC2
CL Mono,RXFP2
CL Mono,S1PR3
CL Mono,SAP30
CL Mono,SAPCD2
CL Mono,SCO2
CL Mono,SCPEP1
CL Mono,SCRG1
CL Mono,SELENOO
CL Mono,SEPT4
CL Mono,SERINC2
CL Mono,SERPINB10
CL Mono,SERPINB2
CL Mono,SERPINB8
CL Mono,SETD7
CL Mono,SFXN5
CL Mono,SGK3
CL Mono,SGMS2
CL Mono,SHROOM1
CL Mono,SIGLEC1
CL Mono,SIGLEC15
CL Mono,SIGLEC22P
CL Mono,SLC1A3
CL Mono,SLC22A16
CL Mono,SLC25A40
CL Mono,SLC27A1
CL Mono,SLC2A9
CL Mono,SLC30A1
CL Mono,SLC31A1
CL Mono,SLC35A1
CL Mono,SLC36A1
CL Mono,SLC36A4
CL Mono,SLC38A7
CL Mono,SLC39A9
CL Mono,SLC46A2
CL Mono,SLFN12
CL Mono,SLITRK4
CL Mono,SMARCD3
CL Mono,SMCR8
CL Mono,SNTB1
CL Mono,SNX27
CL Mono,SNX30
CL Mono,SNX33
CL Mono,SOWAHC
CL Mono,SPARC
CL Mono,SPG21
CL Mono,SPIDR
CL Mono,SPOCK1
CL Mono,SPR
CL Mono,SPTLC2
CL Mono,SPTSSA
CL Mono,SQSTM1
CL Mono,SRGAP2C
CL Mono,STAB1
CL Mono,STX6
CL Mono,SULT1A1
CL Mono,SUMF1
CL Mono,TBC1D2
CL Mono,TDRD6
CL Mono,TDRD9
CL Mono,TET3
CL Mono,TFEC
CL Mono,TGOLN2
CL Mono,THBS1
CL Mono,TK2
CL Mono,TLR5
CL Mono,TM9SF4
CL Mono,TMED7
CL Mono,TMEM11
CL Mono,TMEM150B
CL Mono,TMEM165
CL Mono,TMEM167A
CL Mono,TMEM170B
CL Mono,TMEM176A
CL Mono,TMEM176B
CL Mono,TMEM205
CL Mono,TMOD2
CL Mono,TMTC2
CL Mono,TNFRSF10B
CL Mono,TNFSF13
CL Mono,TNNT1
CL Mono,TOM1
CL Mono,TOP3A
CL Mono,TPCN2
CL Mono,TRIM7
CL Mono,TRPM4
CL Mono,TRPS1
CL Mono,TRPV4
CL Mono,TSPAN4
CL Mono,TSPO
CL Mono,TTLL4
CL Mono,TXNRD2
CL Mono,U62317.3
CL Mono,UAP1L1
CL Mono,UBXN11
CL Mono,VCAN
CL Mono,VEGFA
CL Mono,VNN1
CL Mono,VSTM1
CL Mono,WDR49
CL Mono,ZC3H12C
CL Mono,ZCCHC24
CL Mono,ZDHHC3
CL Mono,ZDHHC7
CL Mono,ZFHX3
CL Mono,ZNF185
CL Mono,ZNF385A
CL Mono,ZSWIM6
Int Mono,AC009093.3
Int Mono,AC009093.9
Int Mono,AC026369.3
Int Mono,AC116347.1
Int Mono,ACOX2
Int Mono,ACP2
Int Mono,ADAMTSL4
Int Mono,ADAP2
Int Mono,AP002761.4
Int Mono,APOBEC3A
Int Mono,ATOX1
Int Mono,BLVRA
Int Mono,C1QB
Int Mono,C1QC
Int Mono,C2
Int Mono,C4orf33
Int Mono,CAMK1
Int Mono,CBR1
Int Mono,CCRL2
Int Mono,CD300C
Int Mono,CD300E
Int Mono,CD68
Int Mono,CDKN1A
Int Mono,COLGALT1
Int Mono,COTL1
Int Mono,COX5B
Int Mono,CTNNA1
Int Mono,CTNND1
Int Mono,CTTNBP2
Int Mono,CXCL10
Int Mono,CXCL2
Int Mono,CXCL9
Int Mono,CYSLTR2
Int Mono,DAGLA
Int Mono,DAPK1
Int Mono,DAPK1-IT1
Int Mono,DDO
Int Mono,DRAM1
Int Mono,DUSP6
Int Mono,EGFL7
Int Mono,ENG
Int Mono,EPB41L3
Int Mono,FAM72A
Int Mono,FBP1
Int Mono,FKBP1A
Int Mono,FRMD3
Int Mono,FTL
Int Mono,FTLP3
Int Mono,GFRA2
Int Mono,GPBAR1
Int Mono,GPNMB
Int Mono,GPR35
Int Mono,GPR82
Int Mono,GRINA
Int Mono,GSTO1
Int Mono,HBEGF
Int Mono,HIC1
Int Mono,HYAL2
Int Mono,IER5L
Int Mono,IFI27
Int Mono,IFI30
Int Mono,IFI35
Int Mono,KLF11
Int Mono,KLHDC8B
Int Mono,KSR1
Int Mono,LINC00900
Int Mono,LINC01637
Int Mono,LIPA
Int Mono,MARCO
Int Mono,MERTK
Int Mono,MFSD7
Int Mono,MSR1
Int Mono,MTMR11
Int Mono,NID1
Int Mono,NLN
Int Mono,NLRC4
Int Mono,NR1H3
Int Mono,OLFM1
Int Mono,OLFML2B
Int Mono,P2RY12
Int Mono,P2RY2
Int Mono,PDE1B
Int Mono,PDGFC
Int Mono,PDK4
Int Mono,PID1
Int Mono,PNKD
Int Mono,PRELID1
Int Mono,PSAP
Int Mono,PSMA4
Int Mono,PSMB10
Int Mono,PSME2
Int Mono,PSME2P2
Int Mono,PTGIR
Int Mono,RAB39A
Int Mono,RGL1
Int Mono,RHOA
Int Mono,RHOB
Int Mono,RTL5
Int Mono,SASH1
Int Mono,SDC3
Int Mono,SDHB
Int Mono,SDHD
Int Mono,SERPINB9
Int Mono,SIGLEC11
Int Mono,SIGLEC12
Int Mono,SIGLEC16
Int Mono,SLC15A3
Int Mono,SLC24A4
Int Mono,SLC28A3
Int Mono,SLC35F6
Int Mono,SLC37A2
Int Mono,SLC6A12
Int Mono,SMCO4
Int Mono,SPNS1
Int Mono,SRC
Int Mono,SRGAP1
Int Mono,STAC3
Int Mono,TCN2
Int Mono,TGM2
Int Mono,TICAM2
Int Mono,TIMP1
Int Mono,TMEM51
Int Mono,TNS1
Int Mono,TPMT
Int Mono,TPRG1-AS1
Int Mono,TTC7B
Int Mono,TTYH3
Int Mono,TYMP
Int Mono,UNC5B
Int Mono,VAMP5
Int Mono,ZEB2-AS1
Int Mono,ZNF710
NC Mono,AATBC
NC Mono,ABCC3
NC Mono,ABHD11
NC Mono,ABI3
NC Mono,AC003070.1
NC Mono,AC004551.1
NC Mono,AC008750.1
NC Mono,AC009119.1
NC Mono,AC009951.1
NC Mono,AC011497.2
NC Mono,AC011899.2
NC Mono,AC016876.1
NC Mono,AC025181.2
NC Mono,AC034199.1
NC Mono,AC064805.1
NC Mono,AC067930.5
NC Mono,AC079209.1
NC Mono,AC079325.2
NC Mono,AC087284.1
NC Mono,AC090559.1
NC Mono,AC090922.1
NC Mono,AC092490.1
NC Mono,AC092803.2
NC Mono,AC099494.2
NC Mono,AC099494.3
NC Mono,AC099552.2
NC Mono,AC099676.1
NC Mono,AC100803.2
NC Mono,AC104809.2
NC Mono,AC106712.1
NC Mono,AC106782.2
NC Mono,AC144652.1
NC Mono,AC147067.1
NC Mono,AC233723.2
NC Mono,ACOT9
NC Mono,ACRBP
NC Mono,ACVR1B
NC Mono,ADGRE1
NC Mono,ADGRE2
NC Mono,ADSSL1
NC Mono,AF111167.2
NC Mono,AGO1
NC Mono,AGPAT3
NC Mono,AIF1
NC Mono,AL031985.1
NC Mono,AL139246.5
NC Mono,AL139384.1
NC Mono,AL157871.3
NC Mono,AL157871.4
NC Mono,AL158212.4
NC Mono,AL356056.3
NC Mono,AL359075.1
NC Mono,AL391121.1
NC Mono,AL590617.2
NC Mono,AL590648.3
NC Mono,ALDH3B1
NC Mono,ALDOA
NC Mono,AP000547.3
NC Mono,AP003064.2
NC Mono,AP2A1
NC Mono,APH1B
NC Mono,ARAP1
NC Mono,ARAP1-AS2
NC Mono,ARHGAP1
NC Mono,ARHGAP29
NC Mono,ARPC1A
NC Mono,ARRB1
NC Mono,ASAH1
NC Mono,ATF3
NC Mono,ATG3
NC Mono,ATP1B3
NC Mono,ATP6V0C
NC Mono,AVPR2
NC Mono,B4GALT1-AS1
NC Mono,BBS10
NC Mono,BEGAIN
NC Mono,BLOC1S1
NC Mono,C10orf105
NC Mono,C17orf58
NC Mono,C19orf38
NC Mono,C1QA
NC Mono,C3
NC Mono,C3AR1
NC Mono,C3orf14
NC Mono,C8orf31
NC Mono,C9orf72
NC Mono,CABP4
NC Mono,CALHM2
NC Mono,CALML4
NC Mono,CAMKK1
NC Mono,CAPNS1
NC Mono,CARD9
NC Mono,CASP1
NC Mono,CASP5
NC Mono,CATSPERG
NC Mono,CCDC26
NC Mono,CCDC68
NC Mono,CCDC96
NC Mono,CCSAP
NC Mono,CD300LF
NC Mono,CD48
NC Mono,CDC42EP4
NC Mono,CDH13
NC Mono,CDH23
NC Mono,CDIP1
NC Mono,CDK2AP1
NC Mono,CDKN1C
NC Mono,CDKN2B
NC Mono,CDYL2
NC Mono,CEBPA
NC Mono,CEBPA-AS1
NC Mono,CFAP57
NC Mono,CFD
NC Mono,CKB
NC Mono,CLCN1
NC Mono,CLEC4F
NC Mono,CNIH4
NC Mono,COL4A3BP
NC Mono,COPG2
NC Mono,COQ2
NC Mono,CORO1B
NC Mono,CPEB3
NC Mono,CROCC2
NC Mono,CSF1R
NC Mono,CSGALNACT2
NC Mono,CSTB
NC Mono,CTSL
NC Mono,CUX1
NC Mono,CXCL16
NC Mono,CXCR2P1
NC Mono,CYP4F22
NC Mono,DHRS7B
NC Mono,DLC1
NC Mono,DOC2B
NC Mono,DOCK2
NC Mono,DRAP1
NC Mono,EHBP1L1
NC Mono,EPHX3
NC Mono,EPN1
NC Mono,EPS8
NC Mono,ERICH1
NC Mono,ESRRA
NC Mono,FAM110A
NC Mono,FAM110B
NC Mono,FAM168A
NC Mono,FAM20A
NC Mono,FAM26F
NC Mono,FAM32A
NC Mono,FCER1G
NC Mono,FCGR2C
NC Mono,FCGR3A
NC Mono,FEM1C
NC Mono,FGFRL1
NC Mono,FIBCD1
NC Mono,FKBP15
NC Mono,FLII
NC Mono,FMNL2
NC Mono,FNDC10
NC Mono,FZD1
NC Mono,GALE
NC Mono,GCH1
NC Mono,GDF15
NC Mono,GFI1B
NC Mono,GLTPD2
NC Mono,GNS
NC Mono,GPR137B
NC Mono,GPR20
NC Mono,GRIN3A
NC Mono,GRK3
NC Mono,GSTA4
NC Mono,GUCY1B3
NC Mono,GXYLT1
NC Mono,HES1
NC Mono,HES4
NC Mono,HGF
NC Mono,HK3
NC Mono,HMOX1
NC Mono,HOXA1
NC Mono,HSBP1
NC Mono,HSPA7
NC Mono,HTR7P1
NC Mono,ICAM5
NC Mono,IER5
NC Mono,IGFBP6
NC Mono,IL10RB-AS1
NC Mono,ING2
NC Mono,INSIG1
NC Mono,IRAK3
NC Mono,ITLN1
NC Mono,ITSN1
NC Mono,KCNC3
NC Mono,KCNQ1OT1
NC Mono,KCTD11
NC Mono,KCTD15
NC Mono,KDM1B
NC Mono,KIAA0513
NC Mono,KLF4
NC Mono,KLHL18
NC Mono,KNDC1
NC Mono,KNSTRN
NC Mono,L1TD1
NC Mono,LACC1
NC Mono,LDHD
NC Mono,LFNG
NC Mono,LGALS9
NC Mono,LILRA1
NC Mono,LILRA5
NC Mono,LILRB1
NC Mono,LILRB2
NC Mono,LINC00482
NC Mono,LINC01503
NC Mono,LINC01504
NC Mono,LINC01948
NC Mono,LINC02185
NC Mono,LINC02345
NC Mono,LINC02432
NC Mono,LIPN
NC Mono,LKAAEAR1
NC Mono,LMO2
NC Mono,LOXL3
NC Mono,LPCAT3
NC Mono,LPL
NC Mono,LRRC25
NC Mono,LRRC57
NC Mono,LRRC75A
NC Mono,LST1
NC Mono,LTA4H
NC Mono,LY6E
NC Mono,LYNX1
NC Mono,LYPD2
NC Mono,MAFB
NC Mono,MAPKAPK3
NC Mono,MBD2
NC Mono,MCOLN1
NC Mono,MDM1
NC Mono,ME2
NC Mono,MEG3
NC Mono,MEIKIN
NC Mono,MGC16275
NC Mono,MLX
NC Mono,MPC1
NC Mono,MR1
NC Mono,MRAS
NC Mono,MROH6
NC Mono,MS4A14
NC Mono,MS4A4A
NC Mono,MS4A7
NC Mono,MT2A
NC Mono,MTF1
NC Mono,MTSS1
NC Mono,MYD88
NC Mono,MYO10
NC Mono,MYOF
NC Mono,NAAA
NC Mono,NAALAD2
NC Mono,NACA
NC Mono,NAP1L1
NC Mono,NAPG
NC Mono,NAPRT
NC Mono,NBPF26
NC Mono,NEFH
NC Mono,NEURL1
NC Mono,NFKBIZ
NC Mono,NHSL1
NC Mono,NOXA1
NC Mono,NR4A1
NC Mono,NRIR
NC Mono,NSMF
NC Mono,NT5DC4
NC Mono,NUDT16
NC Mono,OAS1
NC Mono,OLIG1
NC Mono,OPRL1
NC Mono,OR7C1
NC Mono,OSGIN1
NC Mono,P2RX1
NC Mono,P2RY1
NC Mono,PAPSS2
NC Mono,PAQR7
NC Mono,PCDH12
NC Mono,PDE8A
NC Mono,PDE8B
NC Mono,PDLIM5
NC Mono,PGK1
NC Mono,PHF19
NC Mono,PIK3AP1
NC Mono,PIK3CG
NC Mono,PITPNM1
NC Mono,PKN1
NC Mono,PLAGL2
NC Mono,PLPPR4
NC Mono,PLXNB2
NC Mono,PNPLA6
NC Mono,POFUT1
NC Mono,PPARGC1B
NC Mono,PPM1L
NC Mono,PPM1N
NC Mono,PPP1R17
NC Mono,PRADC1
NC Mono,PRAM1
NC Mono,PRKACA
NC Mono,PRR11
NC Mono,PSTPIP2
NC Mono,PTENP1
NC Mono,PTGDR2
NC Mono,PTGES
NC Mono,PTP4A3
NC Mono,PTPN18
NC Mono,PTPRH
NC Mono,PWWP2B
NC Mono,QPRT
NC Mono,RAB10
NC Mono,RAB8A
NC Mono,RAP2C
NC Mono,RAPH1
NC Mono,RASL10A
NC Mono,RASL11A
NC Mono,RBBP8
NC Mono,RELT
NC Mono,RFK
NC Mono,RGS12
NC Mono,RHEBP2
NC Mono,RHOC
NC Mono,RIN1
NC Mono,RNF144B
NC Mono,RNF207
NC Mono,RNPEP
NC Mono,RPS12P20
NC Mono,RPS15AP30
NC Mono,RRAS
NC Mono,RRP12
NC Mono,RTN2
NC Mono,RXRA
NC Mono,S100Z
NC Mono,SAMD4A
NC Mono,SCGB3A1
NC Mono,SCGB3A2
NC Mono,SEC16B
NC Mono,SEMA3A
NC Mono,SERPINA1
NC Mono,SETD9
NC Mono,SFMBT2
NC Mono,SFTPD
NC Mono,SGPL1
NC Mono,SH2B3
NC Mono,SH2D3C
NC Mono,SH3BGRL
NC Mono,SH3BP2
NC Mono,SH3RF1
NC Mono,SHISA4
NC Mono,SIDT2
NC Mono,SIGLEC10
NC Mono,SIGLEC20P
NC Mono,SLC18A1
NC Mono,SLC25A3
NC Mono,SLC2A6
NC Mono,SLC35A5
NC Mono,SLC46A1
NC Mono,SLC4A8
NC Mono,SLC7A7
NC Mono,SLC9A7P1
NC Mono,SMAD1
NC Mono,SMIM25
NC Mono,SMPDL3A
NC Mono,SNAP29
NC Mono,SNAPC3
NC Mono,SNX18
NC Mono,SNX21
NC Mono,SORT1
NC Mono,SPA17
NC Mono,SPATA6
NC Mono,SPN
NC Mono,SPRED1
NC Mono,ST3GAL5-AS1
NC Mono,STK32C
NC Mono,STXBP2
NC Mono,SUCNR1
NC Mono,TAF10
NC Mono,TAGLN
NC Mono,TBC1D8
NC Mono,TBC1D8-AS1
NC Mono,TCF7L2
NC Mono,TCIRG1
NC Mono,TESC
NC Mono,TJP2
NC Mono,TMEM189
NC Mono,TMEM63C
NC Mono,TMPO-AS1
NC Mono,TMTC1
NC Mono,TNF
NC Mono,TNFRSF1B
NC Mono,TNFRSF8
NC Mono,TOLLIP
NC Mono,TPPP3
NC Mono,TPTEP1
NC Mono,TRIQK
NC Mono,TRNP1
NC Mono,TSPY26P
NC Mono,UBAC1
NC Mono,UBASH3B
NC Mono,UHRF1BP1
NC Mono,ULK2
NC Mono,UMODL1-AS1
NC Mono,UNC119
NC Mono,USP27X-AS1
NC Mono,UTRN
NC Mono,VDR
NC Mono,VENTX
NC Mono,VMO1
NC Mono,VPS29
NC Mono,VPS35
NC Mono,VPS53
NC Mono,WAC-AS1
NC Mono,WARS
NC Mono,WASF2
NC Mono,WBP1L
NC Mono,WDR13
NC Mono,WDR62
NC Mono,WSB1
NC Mono,XPR1
NC Mono,XRCC4
NC Mono,XYLT1
NC Mono,ZBTB7C
NC Mono,ZDHHC1
NC Mono,ZFAND5
NC Mono,ZFYVE21
NC Mono,ZG16B
NC Mono,ZMAT5
NC Mono,ZMYND15
NC Mono,ZNF703
mDC,ABHD8
mDC,ABR
mDC,AC004817.3
mDC,AC005162.3
mDC,AC008915.2
mDC,AC009093.2
mDC,AC020658.5
mDC,AC025279.2
mDC,AC068768.1
mDC,AC092809.2
mDC,AC092868.1
mDC,AC093278.2
mDC,AC093627.4
mDC,AC134312.5
mDC,ACAA1
mDC,ACER3
mDC,ACOT11
mDC,ACPP
mDC,ACSF2
mDC,ACSS2
mDC,ACTB
mDC,ADAM15
mDC,ADCY4
mDC,ADCY6
mDC,ADGRG6
mDC,ADORA1
mDC,ADORA2B
mDC,ADORA3
mDC,ADPRHL2
mDC,AF064858.1
mDC,AF064858.3
mDC,AHCYL2
mDC,AHR
mDC,AIFM3
mDC,AIG1
mDC,AIMP2
mDC,AK2
mDC,AL031595.2
mDC,AL138899.1
mDC,AL359183.1
mDC,AL391069.3
mDC,AL645931.1
mDC,AL844908.1
mDC,ALCAM
mDC,ALDH4A1
mDC,ALOX15
mDC,ANKRD65
mDC,ANXA2
mDC,ANXA2P2
mDC,AP2S1
mDC,APBA1
mDC,APIP
mDC,AREG
mDC,ARF3
mDC,ARF5
mDC,ARHGAP22
mDC,ARHGAP31
mDC,ARL5A
mDC,ARPIN
mDC,ASB2
mDC,ASB9
mDC,ASPHD2
mDC,ATP1A4
mDC,ATP1B1
mDC,ATP5J2
mDC,ATP6AP1
mDC,AVPI1
mDC,B3GALNT2
mDC,BATF3
mDC,BCO2
mDC,BICC1
mDC,BLOC1S6
mDC,BZW2
mDC,C10orf128
mDC,C11orf63
mDC,C1orf127
mDC,C1orf162
mDC,C1orf54
mDC,C20orf197
mDC,C20orf27
mDC,C2CD2
mDC,C5orf66
mDC,C7orf50
mDC,C7orf73
mDC,CA2
mDC,CACNA2D3
mDC,CALCRL
mDC,CAVIN2
mDC,CAVIN3
mDC,CC2D2A
mDC,CC2D2B
mDC,CCDC144CP
mDC,CCDC6
mDC,CCDC86
mDC,CCL22
mDC,CCND1
mDC,CCSER1
mDC,CCT6B
mDC,CD109
mDC,CD1B
mDC,CD1C
mDC,CD1D
mDC,CD1E
mDC,CD207
mDC,CD33
mDC,CDCP1
mDC,CDH17
mDC,CDK18
mDC,CDS1
mDC,CENPBD1
mDC,CHRFAM7A
mDC,CLEC10A
mDC,CLEC9A
mDC,CLIC2
mDC,CLNK
mDC,CLPB
mDC,CNPPD1
mDC,COL8A2
mDC,COL9A2
mDC,COMMD8
mDC,COPS3
mDC,CPNE3
mDC,CPVL
mDC,CRIP3
mDC,CST3
mDC,CTNNBIP1
mDC,CTTNBP2NL
mDC,CYP2E1
mDC,CYP2S1
mDC,DCUN1D1
mDC,DECR1
mDC,DEGS1
mDC,DEPTOR
mDC,DEXI
mDC,DFNA5
mDC,DISC1
mDC,DNAJB5
mDC,DNAJC15
mDC,DNM1
mDC,DNM1L
mDC,DOCK7
mDC,DPCD
mDC,DPYSL2
mDC,DSE
mDC,DST
mDC,DTNA
mDC,DUSP23
mDC,DUSP3
mDC,DZIP1L
mDC,EDA2R
mDC,EFNB1
mDC,EHF
mDC,EIF2AK4
mDC,EIF4A1
mDC,ELMO1
mDC,EMP1
mDC,ENHO
mDC,ENOX1
mDC,ENPP1
mDC,EPHB3
mDC,ETS2
mDC,ETV3
mDC,ETV5
mDC,ETV6
mDC,FADS1
mDC,FADS2
mDC,FAH
mDC,FAM102B
mDC,FAM105A
mDC,FAM109A
mDC,FAM109B
mDC,FAM124B
mDC,FAM135A
mDC,FAM20C
mDC,FAM46B
mDC,FAXDC2
mDC,FBLN2
mDC,FCER1A
mDC,FES
mDC,FILIP1L
mDC,FKBP1B
mDC,FLT3
mDC,FLVCR1
mDC,FNIP2
mDC,FPR3
mDC,FSCN1
mDC,FZD2
mDC,FZD5
mDC,GAS2L3
mDC,GATB
mDC,GCLC
mDC,GEM
mDC,GGTA1P
mDC,GHRL
mDC,GIPR
mDC,GLB1
mDC,GNAI1
mDC,GOLIM4
mDC,GPAT3
mDC,GPER1
mDC,GPR33
mDC,GRAMD4
mDC,GRASP
mDC,GRIP1
mDC,GSN
mDC,GSTM1
mDC,GSTP1
mDC,H2AFY
mDC,HAAO
mDC,HDX
mDC,HEATR5A
mDC,HGSNAT
mDC,HHLA2
mDC,HIP1
mDC,HLA-DMA
mDC,HLA-DPA1
mDC,HLA-DPB1
mDC,HLA-DPB2
mDC,HLA-DQA1
mDC,HLA-DQA2
mDC,HLA-DQB1
mDC,HLA-DQB1-AS1
mDC,HLA-DQB2
mDC,HLA-DRA
mDC,HLA-DRB1
mDC,HLA-DRB5
mDC,HLA-DRB6
mDC,HOMER2
mDC,HOXA9
mDC,HPS5
mDC,HSPA8P14
mDC,HTR7
mDC,HYAL3
mDC,IDO1
mDC,IDO2
mDC,IFNL1
mDC,IFT20
mDC,IGF2BP2
mDC,IGHEP2
mDC,IL18
mDC,INSL6
mDC,IREB2
mDC,ITGB5
mDC,JAK2
mDC,KCNK13
mDC,KCNK6
mDC,KCNMB1
mDC,KCTD3
mDC,KCTD6
mDC,KIF9-AS1
mDC,KIT
mDC,KLF10
mDC,LAMTOR2
mDC,LGALS2
mDC,LHFPL6
mDC,LIMCH1
mDC,LINC02019
mDC,LINC02246
mDC,LRMDA
mDC,LRP1B
mDC,LTB4R2
mDC,LTC4S
mDC,MAP3K20
mDC,MAP3K20-AS1
mDC,MAP3K21
mDC,MAP3K6
mDC,MARK2P8
mDC,MAST2
mDC,MICALCL
mDC,MKL1
mDC,MMP2-AS1
mDC,MPP3
mDC,MPST
mDC,MRC1
mDC,MRPL33
mDC,MRPS28
mDC,MS4A4E
mDC,MSLN
mDC,MTFMT
mDC,MTMR14
mDC,MYO1A
mDC,NAA38
mDC,NAGS
mDC,NAV1
mDC,NCKAP5
mDC,NDRG2
mDC,NEGR1
mDC,NEK3
mDC,NET1
mDC,NIPSNAP2
mDC,NIPSNAP3A
mDC,NOP9
mDC,NR4A2
mDC,NREP
mDC,NRROS
mDC,NSF
mDC,NUDT16P1
mDC,OTUB2
mDC,PADI6
mDC,PAK1
mDC,PEA15
mDC,PER1
mDC,PIGZ
mDC,PIK3CB
mDC,PIK3R6
mDC,PIPOX
mDC,PKIB
mDC,PKP2
mDC,PLBD2
mDC,PLCB2
mDC,PLEKHA6
mDC,PLK2
mDC,POMK
mDC,PON2
mDC,POR
mDC,PPA1
mDC,PPA2
mDC,PPFIA4
mDC,PPM1H
mDC,PPP1CB
mDC,PRCP
mDC,PRELID2
mDC,PRKAR2B
mDC,PTGFRN
mDC,PTGS1
mDC,PTK6
mDC,PTRHD1
mDC,RAB32
mDC,RAB34
